2026-03-15 11:17:03.523 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\temp\plc_map_upload_343563351256696327.xlsx | upload_name=IO_Address_Tag_List_20260311.xlsx | upload_source=request | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 11:18:22.858 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\temp\plc_map_upload_39277344723446462.xlsx | upload_name=IO_Address_Tag_List_20260311.xlsx | upload_source=request | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 11:19:28.974 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\temp\plc_map_upload_18383472268485536475.xlsx | upload_name=IO_Address_Tag_List_20260311.xlsx | upload_source=request | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 11:19:59.274 | mode=apply | plc_id=AUTO | excel_path=C:\Tomcat 9.0\temp\plc_map_upload_16529549473570431671.xlsx | upload_name=IO_Address_Tag_List_20260311.xlsx | upload_source=session | byte_order=CDAB | float_count=62 | exit=1 | remote=0:0:0:0:0:0:0:1
2026-03-15 11:20:55.547 | mode=apply | plc_id=AUTO | excel_path=C:\Tomcat 9.0\temp\plc_map_upload_4564386223160858248.xlsx | upload_name=IO_Address_Tag_List_20260311.xlsx | upload_source=session | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 11:21:16.476 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 11:22:08.764 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\temp\plc_map_upload_1470214050775471968.xlsx | upload_name=IO_Address_Tag_List_20260311.xlsx | upload_source=request | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 11:22:30.882 | mode=apply | plc_id=AUTO | excel_path=C:\Tomcat 9.0\temp\plc_map_upload_16202197311935305620.xlsx | upload_name=IO_Address_Tag_List_20260311.xlsx | upload_source=session | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 12:33:11.137 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 12:54:03.03 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
