TABLE_SCHEMA|TABLE_NAME|COLUMN_NAME|ORDINAL_POSITION|DATA_TYPE|CHARACTER_MAXIMUM_LENGTH|NUMERIC_PRECISION|NUMERIC_SCALE|DATETIME_PRECISION|IS_NULLABLE|COLUMN_DEFAULT|IS_IDENTITY|IS_COMPUTED
dbo|vw_meter_measurements|voltage_ca|10|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|voltage_an|11|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|voltage_bn|12|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|voltage_cn|13|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|current_a|14|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|current_b|15|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|current_c|16|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|current_n|17|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|average_voltage|18|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|average_current|19|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|frequency|20|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|power_factor|21|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|power_factor_a|22|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|power_factor_b|23|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|power_factor_c|24|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|active_power_total|25|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|reactive_power_total|26|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|apparent_power_total|27|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|max_power|28|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|energy_consumed_total|29|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|energy_generated_total|30|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|voltage_max|31|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|voltage_min|32|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|voltage_stddev|33|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|voltage_variation_rate|34|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|energy_generated_delta|35|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|voltage_unbalance_rate|36|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|harmonic_distortion_rate|37|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|quality_status|38|varchar|50|NULL|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|voltage_phase_a|39|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|voltage_phase_b|40|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|voltage_phase_c|41|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|current_phase_a|42|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|current_phase_b|43|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|vw_meter_measurements|current_phase_c|44|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|yearly_measurements|year_id|1|bigint|NULL|19|0|NULL|NO|NULL|1|0
dbo|yearly_measurements|meter_id|2|int|NULL|10|0|NULL|YES|NULL|0|0
dbo|yearly_measurements|measured_year|3|int|NULL|10|0|NULL|NO|NULL|0|0
dbo|yearly_measurements|avg_voltage|4|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|yearly_measurements|avg_current|5|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|yearly_measurements|avg_power_factor|6|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|yearly_measurements|max_voltage|7|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|yearly_measurements|min_voltage|8|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|yearly_measurements|energy_consumed_kwh|9|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|yearly_measurements|energy_generated_kwh|10|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|yearly_measurements|voltage_unbalance_rate|11|float|NULL|53|NULL|NULL|YES|NULL|0|0
dbo|yearly_measurements|harmonic_distortion_rate|12|float|NULL|53|NULL|NULL|YES|NULL|0|0
